asset_id,asset_category,source_id,source_title,source_file,page,path,width,height,tags,dominant_colors,recommend_use,page_text_excerpt
PRESALE002_A0018,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,7,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0018.jpeg,636,216,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|平安橙|服务流程|补充医疗,#f05b23|#fbccba|#f6a587|#f27c4e|#f37a4d,用于封面、行业痛点、客户场景、医养服务场景,7 省心 省时 省钱 名医服务 以北大国际医疗为核心，覆盖海内外名医 随时随地按需提供服务 联合会诊 汇集国内外权威专家会诊、二诊 解决复杂疾病诊治难题 到线服务 专属家医团队， 7x24小时在线响应 到家服务 安全应急服务、暖心上门服务、护工 24小时陪伴 到企服务 名医诊断、到企讲座、企业医务室， 打造活力职场 服务体系 整合护联体、住联体、医联体 保障
PRESALE002_A0019,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,7,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0019.jpeg,445,421,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|服务流程|补充医疗,#f6f5fb|#f8f7fd|#edf1fa|#f8f7fc|#edf1fc,用于封面、行业痛点、客户场景、医养服务场景,7 省心 省时 省钱 名医服务 以北大国际医疗为核心，覆盖海内外名医 随时随地按需提供服务 联合会诊 汇集国内外权威专家会诊、二诊 解决复杂疾病诊治难题 到线服务 专属家医团队， 7x24小时在线响应 到家服务 安全应急服务、暖心上门服务、护工 24小时陪伴 到企服务 名医诊断、到企讲座、企业医务室， 打造活力职场 服务体系 整合护联体、住联体、医联体 保障
PRESALE002_A0020,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,7,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0020.jpeg,636,216,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|平安橙|服务流程|补充医疗,#f05b23|#f16532|#f8b89d|#f6a587|#f06733,用于封面、行业痛点、客户场景、医养服务场景,7 省心 省时 省钱 名医服务 以北大国际医疗为核心，覆盖海内外名医 随时随地按需提供服务 联合会诊 汇集国内外权威专家会诊、二诊 解决复杂疾病诊治难题 到线服务 专属家医团队， 7x24小时在线响应 到家服务 安全应急服务、暖心上门服务、护工 24小时陪伴 到企服务 名医诊断、到企讲座、企业医务室， 打造活力职场 服务体系 整合护联体、住联体、医联体 保障
PRESALE002_A0022,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,7,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0022.jpeg,434,422,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|平安橙|服务流程|补充医疗,#0f0f0f|#fafafa|#0b0b0b|#131313|#0e0e0e,用于封面、行业痛点、客户场景、医养服务场景,7 省心 省时 省钱 名医服务 以北大国际医疗为核心，覆盖海内外名医 随时随地按需提供服务 联合会诊 汇集国内外权威专家会诊、二诊 解决复杂疾病诊治难题 到线服务 专属家医团队， 7x24小时在线响应 到家服务 安全应急服务、暖心上门服务、护工 24小时陪伴 到企服务 名医诊断、到企讲座、企业医务室， 打造活力职场 服务体系 整合护联体、住联体、医联体 保障
PRESALE002_A0023,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,7,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0023.jpeg,636,216,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|平安橙|服务流程|补充医疗,#f05b23|#f5926b|#f27c4e|#f48861|#f16532,用于封面、行业痛点、客户场景、医养服务场景,7 省心 省时 省钱 名医服务 以北大国际医疗为核心，覆盖海内外名医 随时随地按需提供服务 联合会诊 汇集国内外权威专家会诊、二诊 解决复杂疾病诊治难题 到线服务 专属家医团队， 7x24小时在线响应 到家服务 安全应急服务、暖心上门服务、护工 24小时陪伴 到企服务 名医诊断、到企讲座、企业医务室， 打造活力职场 服务体系 整合护联体、住联体、医联体 保障
PRESALE002_A0033,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,8,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0033.jpeg,500,333,medical_service|photo_or_illustration|企业健康|客户方案|服务流程,#dad2c5|#d7cfc2|#d9d1c4|#d8d0c3|#dbd3c6,用于封面、行业痛点、客户场景、医养服务场景,8 名医服务 省心 省时 省钱 • 全球权威医生网络：以北大国际医疗集团为核心， 覆盖全国、属地医学会首长保健医生、院士、国 医大师、国际名医近3000名 • 精选专属保健团队：专属家庭医生团队，提供专 业化的健康管理、亚健康管理（情绪、睡眠、运 动、减肥、女士专项等）、慢病管理、重疾管理、 康复治疗、心理咨询、中医调理等服务 一键支付 联合会诊 • 海内外
PRESALE002_A0034,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,8,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0034.jpeg,758,443,medical_service|photo_or_illustration|企业健康|客户方案|服务流程,#f2f3f8|#e6eaf6|#f4f5f9|#e3e7f3|#e5e9f5,用于封面、行业痛点、客户场景、医养服务场景,8 名医服务 省心 省时 省钱 • 全球权威医生网络：以北大国际医疗集团为核心， 覆盖全国、属地医学会首长保健医生、院士、国 医大师、国际名医近3000名 • 精选专属保健团队：专属家庭医生团队，提供专 业化的健康管理、亚健康管理（情绪、睡眠、运 动、减肥、女士专项等）、慢病管理、重疾管理、 康复治疗、心理咨询、中医调理等服务 一键支付 联合会诊 • 海内外
PRESALE002_A0049,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,9,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0049.jpeg,554,474,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|服务流程,#0b0b0b|#dcdcdc|#f4f4f4|#a8a8a8|#272727,用于封面、行业痛点、客户场景、医养服务场景,9 7x24小时家庭医生团队，由北大 医疗集团旗下医院资质专家医生 组成专属团队，提供线上问诊、 心理咨询、亚健康管理等服务 特色门诊、就医协助，包括就医协助、 导诊陪诊、门诊预约、海内外专家医 生二诊、住院安排，以及海内外名医 名院陪诊、检查、医疗翻译 名医走进企业，开展名医到企诊 断、健康讲座、国医大师号脉面 诊、健康调理等，提供丰富的中 医理疗、按摩等
PRESALE002_A0052,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,9,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0052.jpeg,554,390,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|服务流程,#eaeaea|#e7e7e7|#ebebeb|#e8e8e8|#e9e9e9,用于封面、行业痛点、客户场景、医养服务场景,9 7x24小时家庭医生团队，由北大 医疗集团旗下医院资质专家医生 组成专属团队，提供线上问诊、 心理咨询、亚健康管理等服务 特色门诊、就医协助，包括就医协助、 导诊陪诊、门诊预约、海内外专家医 生二诊、住院安排，以及海内外名医 名院陪诊、检查、医疗翻译 名医走进企业，开展名医到企诊 断、健康讲座、国医大师号脉面 诊、健康调理等，提供丰富的中 医理疗、按摩等
PRESALE002_A0053,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,9,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0053.jpeg,531,385,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|服务流程,#f4fcfe|#f8fdff|#f7fcff|#f3fbfd|#fafeff,用于封面、行业痛点、客户场景、医养服务场景,9 7x24小时家庭医生团队，由北大 医疗集团旗下医院资质专家医生 组成专属团队，提供线上问诊、 心理咨询、亚健康管理等服务 特色门诊、就医协助，包括就医协助、 导诊陪诊、门诊预约、海内外专家医 生二诊、住院安排，以及海内外名医 名院陪诊、检查、医疗翻译 名医走进企业，开展名医到企诊 断、健康讲座、国医大师号脉面 诊、健康调理等，提供丰富的中 医理疗、按摩等
PRESALE002_A0054,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,9,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0054.jpeg,533,377,medical_service|photo_or_illustration|互联网医疗|企业健康|养老|服务流程,#0b0f12|#0a0e11|#0f0f0f|#0c1013|#f7f8fa,用于封面、行业痛点、客户场景、医养服务场景,9 7x24小时家庭医生团队，由北大 医疗集团旗下医院资质专家医生 组成专属团队，提供线上问诊、 心理咨询、亚健康管理等服务 特色门诊、就医协助，包括就医协助、 导诊陪诊、门诊预约、海内外专家医 生二诊、住院安排，以及海内外名医 名院陪诊、检查、医疗翻译 名医走进企业，开展名医到企诊 断、健康讲座、国医大师号脉面 诊、健康调理等，提供丰富的中 医理疗、按摩等
PRESALE002_A0056,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,10,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0056.jpeg,679,614,medical_service|photo_or_illustration|service_flow|互联网医疗|客户方案|平安橙|服务流程,#efeef4|#e7e5f0|#eff0f5|#ecedf2|#eeeff4,用于封面、行业痛点、客户场景、医养服务场景,10 到线服务 北大医疗集团旗下医院资质医生，7×24小时为您和家人提供专业、 个性化健康守护 10 全流程一站式服务 不限次图文问诊 01 问诊全天候 7×24小时 | 不限次 | 60秒响应 02 小病解决快 常见疾病答疑解惑 | 在线开药 03 专病可转诊 复杂病情指导| 一键同步 | 免费转诊 01 方案定制化 全方位了解病情 | 制定诊疗方案 02
PRESALE002_A0062,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,11,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0062.jpeg,508,614,medical_service|photo_or_illustration|product_package|互联网医疗|养老|服务流程,#ebeaef|#eeedf2|#ecebf0|#e9e8ed|#edecf1,用于封面、行业痛点、客户场景、医养服务场景,11 国5900+家医院 专业陪诊护理随时安排 专业就医陪诊 全国5900+家医院 专业陪诊护理随时安排 极速就医安排 1个工作日内速响应 最快T+1安排门诊预约、检查、床位 1+X体检服务 1个标准套餐 + X个自选加项项目 检后家庭医生解读报告、主动追踪 省心 省时 省钱 到院服务 满分就医协助，时效快、资源广、医生全程护 注：服务覆盖范围以服务页面告知
PRESALE002_A0065,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,12,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0065.jpeg,590,800,medical_service|photo_or_illustration|企业健康|平安橙|服务流程,#fcfcfa|#fbfdfa|#fafcfb|#fafcf9|#fbfbf9,用于封面、行业痛点、客户场景、医养服务场景,12 健康补给柜 健康产品随时买 省心 省时 省钱 到企服务 从健康产品购买到名医诊断，为企业员工提供便利、专业服务 注：服务覆盖范围以服务页面告知为准 企业医务室 全天候守护员工健康 健康主题讲座 中医、心理主题现场体验 名医到企诊断 疾病当场专业诊断 健康筛查活动 助力疾病早发现、早预防
PRESALE002_A0069,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,12,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0069.jpeg,508,586,medical_service|photo_or_illustration|企业健康|服务流程,#f6f2ef|#f4f0ed|#f3efec|#f3eae5|#f2eeeb,用于封面、行业痛点、客户场景、医养服务场景,12 健康补给柜 健康产品随时买 省心 省时 省钱 到企服务 从健康产品购买到名医诊断，为企业员工提供便利、专业服务 注：服务覆盖范围以服务页面告知为准 企业医务室 全天候守护员工健康 健康主题讲座 中医、心理主题现场体验 名医到企诊断 疾病当场专业诊断 健康筛查活动 助力疾病早发现、早预防
PRESALE002_A0072,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,12,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0072.jpeg,489,456,medical_service|photo_or_illustration|企业健康|服务流程,#13140f|#141510|#c1b784|#121210|#12130e,用于封面、行业痛点、客户场景、医养服务场景,12 健康补给柜 健康产品随时买 省心 省时 省钱 到企服务 从健康产品购买到名医诊断，为企业员工提供便利、专业服务 注：服务覆盖范围以服务页面告知为准 企业医务室 全天候守护员工健康 健康主题讲座 中医、心理主题现场体验 名医到企诊断 疾病当场专业诊断 健康筛查活动 助力疾病早发现、早预防
PRESALE002_A0073,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,12,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0073.jpeg,558,680,medical_service|photo_or_illustration|企业健康|服务流程,#90a0b0|#91a1b1|#93a3b3|#92a2b2|#8e9faf,用于封面、行业痛点、客户场景、医养服务场景,12 健康补给柜 健康产品随时买 省心 省时 省钱 到企服务 从健康产品购买到名医诊断，为企业员工提供便利、专业服务 注：服务覆盖范围以服务页面告知为准 企业医务室 全天候守护员工健康 健康主题讲座 中医、心理主题现场体验 名医到企诊断 疾病当场专业诊断 健康筛查活动 助力疾病早发现、早预防
PRESALE002_A0075,智能硬件/设备图,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,13,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0075.jpeg,669,614,photo_or_illustration|service_flow|smart_device|养老|智能硬件|服务流程,#e5e4e9|#e6e5ea|#e8e7ec|#e7e6eb|#e2e1e7,展示音箱、手表、检测设备、安防传感器、IoT联动方案,13 13 省心 省时 上门服务，全流程跟进，将健康送到家 省钱 到家服务 注：服务覆盖范围以服务页面告知为准，部分服务需另行付费 康复师上门1V1康复指导 及服务 上门送药 智能守护 安全应急 24小时全国送药上门、 提供按时定期送药服务 智能设备实时监测居家安全 风险，异常预警迅速响应 配套智能守护设备，紧急 情况急速到家，守护长者 居家安全 上门康复
PRESALE002_A0077,智能硬件/设备图,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,13,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0077.jpeg,803,609,photo_or_illustration|service_flow|smart_device|养老|智能硬件|服务流程,#b4afac|#b1abab|#b3aeab|#b3aaa5|#afa9a9,展示音箱、手表、检测设备、安防传感器、IoT联动方案,13 13 省心 省时 上门服务，全流程跟进，将健康送到家 省钱 到家服务 注：服务覆盖范围以服务页面告知为准，部分服务需另行付费 康复师上门1V1康复指导 及服务 上门送药 智能守护 安全应急 24小时全国送药上门、 提供按时定期送药服务 智能设备实时监测居家安全 风险，异常预警迅速响应 配套智能守护设备，紧急 情况急速到家，守护长者 居家安全 上门康复
PRESALE002_A0078,智能硬件/设备图,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,13,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0078.jpeg,431,295,photo_or_illustration|service_flow|smart_device|养老|智能硬件|服务流程,#160402|#fdfef9|#170302|#180403|#150301,展示音箱、手表、检测设备、安防传感器、IoT联动方案,13 13 省心 省时 上门服务，全流程跟进，将健康送到家 省钱 到家服务 注：服务覆盖范围以服务页面告知为准，部分服务需另行付费 康复师上门1V1康复指导 及服务 上门送药 智能守护 安全应急 24小时全国送药上门、 提供按时定期送药服务 智能设备实时监测居家安全 风险，异常预警迅速响应 配套智能守护设备，紧急 情况急速到家，守护长者 居家安全 上门康复
PRESALE002_A0079,智能硬件/设备图,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,13,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0079.jpeg,750,500,layout_reference|photo_or_illustration|service_flow|smart_device|养老|智能硬件|服务流程,#fcfcfa|#fbfcf7|#fdfdfa|#fbfbf9|#e4e0dd,展示音箱、手表、检测设备、安防传感器、IoT联动方案,13 13 省心 省时 上门服务，全流程跟进，将健康送到家 省钱 到家服务 注：服务覆盖范围以服务页面告知为准，部分服务需另行付费 康复师上门1V1康复指导 及服务 上门送药 智能守护 安全应急 24小时全国送药上门、 提供按时定期送药服务 智能设备实时监测居家安全 风险，异常预警迅速响应 配套智能守护设备，紧急 情况急速到家，守护长者 居家安全 上门康复
PRESALE002_A0087,场景照片/插画,PRESALE002,企业补充医疗营销材料,中国平安企业健康保障计划（企业补充医疗）营销材料_2025年3月版.pdf,14,07_售前材料规范与素材库/assets/PRESALE002/PRESALE002_A0087.jpeg,619,460,photo_or_illustration|客户方案|平安橙|服务流程|补充医疗,#fcfcfa|#fbfcf7|#fbfbf9|#fafbf6|#f8f8f0,用于封面、行业痛点、客户场景、医养服务场景,14 建立标准化服务体系 平安牵头与行业共建护联体、住联体、医联 体，统一医养行业服务标准，建立供应商监 督制度，为客户提供高品质、有保障、高性 价比服务 服务体系 省心 省时 省钱 合规保障 确保依法合规、风险可控 按照银保监办发〔2020〕13号文有关规定， 对供应商准入及医疗服务调查、医疗费用 审核及疾病审核、费用支付、额度控制、 发票真伪鉴别等落实严
PRESALE003_A0130,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,35,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0130.jpeg,371,770,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|服务流程,#f7f7f7|#ededed|#7d7d7d|#939393|#fafafa,展示APP、小程序、权益领取、履约路径或客户侧页面,35 使用流程：服务入口-好福利APP 选择-享健康 点击-企业健康 下载好福利-登录 进入-服务落地页 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准
PRESALE003_A0131,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,35,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0131.jpeg,538,1133,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|服务流程,#f8f8f8|#f5f5f5|#f9f9f9|#f7f7f7|#fafafa,展示APP、小程序、权益领取、履约路径或客户侧页面,35 使用流程：服务入口-好福利APP 选择-享健康 点击-企业健康 下载好福利-登录 进入-服务落地页 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准
PRESALE003_A0132,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,35,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0132.jpeg,550,1158,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|服务流程,#498cff|#4a8dff|#f5f5f5|#f7f7f7|#f9f9f9,展示APP、小程序、权益领取、履约路径或客户侧页面,35 使用流程：服务入口-好福利APP 选择-享健康 点击-企业健康 下载好福利-登录 进入-服务落地页 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准
PRESALE003_A0133,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,35,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0133.jpeg,533,1122,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|平安橙|服务流程,#2b2e3f|#626262|#f0f2f7|#666666|#f7f7f7,展示APP、小程序、权益领取、履约路径或客户侧页面,35 使用流程：服务入口-好福利APP 选择-享健康 点击-企业健康 下载好福利-登录 进入-服务落地页 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准
PRESALE003_A0135,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,36,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0135.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|服务流程,#f8f8f8|#5c3215|#f9f9f9|#f7f7f7|#fe9341,展示APP、小程序、权益领取、履约路径或客户侧页面,36 使用流程：服务入口-企业宝APP-产福利 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准 选择-企业好福利 点击-企业福利 企业宝-更多服务 点击-企业健康 进入-服务落地页
PRESALE003_A0136,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,36,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0136.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|服务流程,#f7f7f7|#f8f8f8|#f9f9f9|#535353|#595959,展示APP、小程序、权益领取、履约路径或客户侧页面,36 使用流程：服务入口-企业宝APP-产福利 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准 选择-企业好福利 点击-企业福利 企业宝-更多服务 点击-企业健康 进入-服务落地页
PRESALE003_A0137,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,36,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0137.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|服务流程,#ff2f25|#f6f6f6|#f4f4f4|#f9f9f9|#525252,展示APP、小程序、权益领取、履约路径或客户侧页面,36 使用流程：服务入口-企业宝APP-产福利 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准 选择-企业好福利 点击-企业福利 企业宝-更多服务 点击-企业健康 进入-服务落地页
PRESALE003_A0138,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,36,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0138.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|平安橙|服务流程,#f4f4f4|#f7f7f7|#fafafa|#f6f6f6|#f8f8f8,展示APP、小程序、权益领取、履约路径或客户侧页面,36 使用流程：服务入口-企业宝APP-产福利 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准 选择-企业好福利 点击-企业福利 企业宝-更多服务 点击-企业健康 进入-服务落地页
PRESALE003_A0139,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,36,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0139.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|企业健康|平安橙|服务流程,#fafafa|#f9f9f9|#505050|#6e6e6e|#2a2d40,展示APP、小程序、权益领取、履约路径或客户侧页面,36 使用流程：服务入口-企业宝APP-产福利 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准 选择-企业好福利 点击-企业福利 企业宝-更多服务 点击-企业健康 进入-服务落地页
PRESALE003_A0140,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,37,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0140.jpeg,548,1153,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|服务流程,#d4d2d3|#0f0f0f|#dddcdd|#e0e0e0|#f9f7f8,展示APP、小程序、权益领取、履约路径或客户侧页面,37 使用流程：服务入口-平安健康APP 下载平安健康-登录 进入-服务落地页 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准 温馨提示： 为了更好的服务体验，平安健康APP的 需要升级至V9.3.0版本
PRESALE003_A0141,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,37,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0141.jpeg,548,1153,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|互联网医疗|服务流程,#f4f4f4|#0e0e0e|#f9f9f9|#dbecf3|#d4d4d4,展示APP、小程序、权益领取、履约路径或客户侧页面,37 使用流程：服务入口-平安健康APP 下载平安健康-登录 进入-服务落地页 *以尊享会员为例，后同 **履约页面仅为展示流程样例，实际以线上展示为准 温馨提示： 为了更好的服务体验，平安健康APP的 需要升级至V9.3.0版本
PRESALE003_A0143,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,38,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0143.jpeg,586,1237,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|服务流程,#f9f9f9|#2b2e3f|#f2f4f6|#757575|#919191,展示APP、小程序、权益领取、履约路径或客户侧页面,38 使用流程：开卡礼选择 选择-开卡领权益 *履约页面仅为展示流程样例，实际以线上展示为准 **开卡礼为尊享会员专属 检测仪二选一 兑 换 流 程
PRESALE003_A0149,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,38,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0149.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|服务流程,#535353|#5c5c5c|#737373|#f7f7f7|#3f3f3f,展示APP、小程序、权益领取、履约路径或客户侧页面,38 使用流程：开卡礼选择 选择-开卡领权益 *履约页面仅为展示流程样例，实际以线上展示为准 **开卡礼为尊享会员专属 检测仪二选一 兑 换 流 程
PRESALE003_A0150,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,38,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0150.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|服务流程,#f3f9f7|#f6f6f6|#eafdf7|#f7f7f7|#f5f5f5,展示APP、小程序、权益领取、履约路径或客户侧页面,38 使用流程：开卡礼选择 选择-开卡领权益 *履约页面仅为展示流程样例，实际以线上展示为准 **开卡礼为尊享会员专属 检测仪二选一 兑 换 流 程
PRESALE003_A0151,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,38,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0151.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|平安橙|服务流程,#f2f2f2|#f5f5f5|#fafafa|#f3f3f3|#535353,展示APP、小程序、权益领取、履约路径或客户侧页面,38 使用流程：开卡礼选择 选择-开卡领权益 *履约页面仅为展示流程样例，实际以线上展示为准 **开卡礼为尊享会员专属 检测仪二选一 兑 换 流 程
PRESALE003_A0152,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,38,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0152.jpeg,508,1067,mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|服务流程,#f9f9f9|#d3d3d3|#bdbdbd|#2a2d40|#9f9f9f,展示APP、小程序、权益领取、履约路径或客户侧页面,38 使用流程：开卡礼选择 选择-开卡领权益 *履约页面仅为展示流程样例，实际以线上展示为准 **开卡礼为尊享会员专属 检测仪二选一 兑 换 流 程
PRESALE003_A0153,移动端/履约截图,PRESALE003,企康会员产品手册,企康会员产品手册_V9.7_20250310.pdf,39,07_售前材料规范与素材库/assets/PRESALE003/PRESALE003_A0153.jpeg,467,980,medical_service|mobile_ui_screenshot|photo_or_illustration|product_package|service_flow|服务流程,#4f4f4f|#808080|#474747|#7f7f7f|#dbdbdb,展示APP、小程序、权益领取、履约路径或客户侧页面,39 使用流程： 权益选择 选择-权益待领取 就医无忧 健康守护 *履约页面仅为展示流程样例，实际以线上展示为准 点击问号可看服务介绍
