asset_id,display_name,category,subcategory,file_path,format,source,source_asset_id,source_url,source_page,semantic_tags,style_tags,replacement_group,color_profile,pa_style_score,safe_for_external,license_status,html_usage,notes
local.PRESALE002_A0065,医务室体检-PRESALE002_A0065,03_场景插画_照片,医务室体检,03_场景插画_照片/医务室体检/local_PRESALE002_A0065_医务室体检.jpeg,jpeg,local_presale_curated,PRESALE002_A0065,,PRESALE002 p12,医务室体检|医生服务|医疗场景,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|橙色可适配|浅底友好,scene.clinic_checkup,"{""width"": 590, ""height"": 800, ""brightness"": 0.918, ""saturation"": 0.139, ""orange_ratio"": 0.06, ""green_ratio"": 0.0, ""black_ratio"": 0.006, ""white_ratio"": 0.745, ""high_sat_ratio"": 0.059}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE002_A0069,医务室体检-PRESALE002_A0069,03_场景插画_照片,医务室体检,03_场景插画_照片/医务室体检/local_PRESALE002_A0069_医务室体检.jpeg,jpeg,local_presale_curated,PRESALE002_A0069,,PRESALE002 p12,医务室体检|医生服务|医疗场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好|高饱和偏多,scene.clinic_checkup,"{""width"": 508, ""height"": 586, ""brightness"": 0.793, ""saturation"": 0.483, ""orange_ratio"": 0.7, ""green_ratio"": 0.012, ""black_ratio"": 0.001, ""white_ratio"": 0.19, ""high_sat_ratio"": 0.494}",4,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE002_A0073,医务室体检-PRESALE002_A0073,03_场景插画_照片,医务室体检,03_场景插画_照片/医务室体检/local_PRESALE002_A0073_医务室体检.jpeg,jpeg,local_presale_curated,PRESALE002_A0073,,PRESALE002 p12,医务室体检|医生服务|医疗场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配,scene.clinic_checkup,"{""width"": 558, ""height"": 680, ""brightness"": 0.543, ""saturation"": 0.232, ""orange_ratio"": 0.106, ""green_ratio"": 0.0, ""black_ratio"": 0.129, ""white_ratio"": 0.0, ""high_sat_ratio"": 0.008}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0004,医务室体检-PRESALE004_A0004,03_场景插画_照片,医务室体检,03_场景插画_照片/医务室体检/local_PRESALE004_A0004_医务室体检.jpeg,jpeg,local_presale_curated,PRESALE004_A0004,,PRESALE004 p3,医务室体检|医生服务|医疗场景,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|浅底友好,scene.clinic_checkup,"{""width"": 441, ""height"": 818, ""brightness"": 0.971, ""saturation"": 0.017, ""orange_ratio"": 0.007, ""green_ratio"": 0.004, ""black_ratio"": 0.0, ""white_ratio"": 0.893, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0013,医务室体检-PRESALE004_A0013,03_场景插画_照片,医务室体检,03_场景插画_照片/医务室体检/local_PRESALE004_A0013_医务室体检.jpeg,jpeg,local_presale_curated,PRESALE004_A0013,,PRESALE004 p3,医务室体检|医生服务|医疗场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,scene.clinic_checkup,"{""width"": 377, ""height"": 786, ""brightness"": 0.946, ""saturation"": 0.067, ""orange_ratio"": 0.043, ""green_ratio"": 0.018, ""black_ratio"": 0.0, ""white_ratio"": 0.75, ""high_sat_ratio"": 0.022}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0082,医生沟通-PRESALE004_A0082,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0082_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0082,,PRESALE004 p16,医生沟通|医疗服务场景,平安橙适配|售前材料来源|浅底友好,scene.doctor_consultation,"{""width"": 505, ""height"": 1092, ""brightness"": 0.986, ""saturation"": 0.031, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.901, ""high_sat_ratio"": 0.0}",4,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0083,医生沟通-PRESALE004_A0083,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0083_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0083,,PRESALE004 p16,医生沟通|医疗服务场景,平安橙适配|售前材料来源|浅底友好,scene.doctor_consultation,"{""width"": 505, ""height"": 1092, ""brightness"": 0.968, ""saturation"": 0.048, ""orange_ratio"": 0.0, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.855, ""high_sat_ratio"": 0.0}",4,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0084,医生沟通-PRESALE004_A0084,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0084_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0084,,PRESALE004 p16,医生沟通|医疗服务场景,平安橙适配|售前材料来源|含平安橙|浅底友好,scene.doctor_consultation,"{""width"": 535, ""height"": 1093, ""brightness"": 0.929, ""saturation"": 0.043, ""orange_ratio"": 0.023, ""green_ratio"": 0.001, ""black_ratio"": 0.001, ""white_ratio"": 0.817, ""high_sat_ratio"": 0.01}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0085,医生沟通-PRESALE004_A0085,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0085_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0085,,PRESALE004 p16,医生沟通|医疗服务场景,平安橙适配|售前材料来源|含平安橙|浅底友好,scene.doctor_consultation,"{""width"": 507, ""height"": 1098, ""brightness"": 0.959, ""saturation"": 0.023, ""orange_ratio"": 0.008, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.913, ""high_sat_ratio"": 0.002}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0086,医生沟通-PRESALE004_A0086,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0086_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0086,,PRESALE004 p16,医生沟通|医疗服务场景,平安橙适配|售前材料来源|含平安橙|浅底友好,scene.doctor_consultation,"{""width"": 508, ""height"": 1097, ""brightness"": 0.976, ""saturation"": 0.021, ""orange_ratio"": 0.008, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.888, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0087,医生沟通-PRESALE004_A0087,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0087_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0087,,PRESALE004 p17,医生沟通|医疗服务场景,平安橙适配|售前材料来源|浅底友好,scene.doctor_consultation,"{""width"": 521, ""height"": 1128, ""brightness"": 0.907, ""saturation"": 0.057, ""orange_ratio"": 0.027, ""green_ratio"": 0.048, ""black_ratio"": 0.008, ""white_ratio"": 0.717, ""high_sat_ratio"": 0.019}",4,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0088,医生沟通-PRESALE004_A0088,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0088_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0088,,PRESALE004 p17,医生沟通|医疗服务场景,平安橙适配|售前材料来源|浅底友好,scene.doctor_consultation,"{""width"": 521, ""height"": 1128, ""brightness"": 0.857, ""saturation"": 0.173, ""orange_ratio"": 0.014, ""green_ratio"": 0.06, ""black_ratio"": 0.009, ""white_ratio"": 0.516, ""high_sat_ratio"": 0.137}",4,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0089,医生沟通-PRESALE004_A0089,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0089_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0089,,PRESALE004 p17,医生沟通|医疗服务场景,平安橙适配|售前材料来源|浅底友好,scene.doctor_consultation,"{""width"": 521, ""height"": 1128, ""brightness"": 0.95, ""saturation"": 0.037, ""orange_ratio"": 0.02, ""green_ratio"": 0.017, ""black_ratio"": 0.0, ""white_ratio"": 0.863, ""high_sat_ratio"": 0.01}",4,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0090,医生沟通-PRESALE004_A0090,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0090_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0090,,PRESALE004 p17,医生沟通|医疗服务场景,平安橙适配|售前材料来源|浅底友好,scene.doctor_consultation,"{""width"": 521, ""height"": 1128, ""brightness"": 0.937, ""saturation"": 0.043, ""orange_ratio"": 0.025, ""green_ratio"": 0.034, ""black_ratio"": 0.0, ""white_ratio"": 0.789, ""high_sat_ratio"": 0.017}",4,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0091,医生沟通-PRESALE004_A0091,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0091_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0091,,PRESALE004 p17,医生沟通|医疗服务场景,平安橙适配|售前材料来源|浅底友好,scene.doctor_consultation,"{""width"": 488, ""height"": 1057, ""brightness"": 0.848, ""saturation"": 0.073, ""orange_ratio"": 0.018, ""green_ratio"": 0.045, ""black_ratio"": 0.003, ""white_ratio"": 0.605, ""high_sat_ratio"": 0.0}",4,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE004_A0092,医生沟通-PRESALE004_A0092,03_场景插画_照片,医生沟通,03_场景插画_照片/医生沟通/local_PRESALE004_A0092_医生沟通.jpeg,jpeg,local_presale_curated,PRESALE004_A0092,,PRESALE004 p18,医生沟通|医疗服务场景,平安橙适配|售前材料来源|含平安橙|橙色可适配|浅底友好,scene.doctor_consultation,"{""width"": 514, ""height"": 1112, ""brightness"": 0.937, ""saturation"": 0.037, ""orange_ratio"": 0.037, ""green_ratio"": 0.0, ""black_ratio"": 0.001, ""white_ratio"": 0.797, ""high_sat_ratio"": 0.002}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE002_A0033,家庭老人服务-PRESALE002_A0033,03_场景插画_照片,家庭老人服务,03_场景插画_照片/家庭老人服务/local_PRESALE002_A0033_家庭老人服务.jpeg,jpeg,local_presale_curated,PRESALE002_A0033,,PRESALE002 p8,家庭老人服务|健康服务场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,scene.family_service,"{""width"": 500, ""height"": 333, ""brightness"": 0.721, ""saturation"": 0.228, ""orange_ratio"": 0.179, ""green_ratio"": 0.0, ""black_ratio"": 0.011, ""white_ratio"": 0.131, ""high_sat_ratio"": 0.054}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE002_A0049,家庭老人服务-PRESALE002_A0049,03_场景插画_照片,家庭老人服务,03_场景插画_照片/家庭老人服务/local_PRESALE002_A0049_家庭老人服务.jpeg,jpeg,local_presale_curated,PRESALE002_A0049,,PRESALE002 p9,家庭老人服务|健康服务场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,scene.family_service,"{""width"": 554, ""height"": 474, ""brightness"": 0.636, ""saturation"": 0.088, ""orange_ratio"": 0.096, ""green_ratio"": 0.0, ""black_ratio"": 0.17, ""white_ratio"": 0.343, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE002_A0052,家庭老人服务-PRESALE002_A0052,03_场景插画_照片,家庭老人服务,03_场景插画_照片/家庭老人服务/local_PRESALE002_A0052_家庭老人服务.jpeg,jpeg,local_presale_curated,PRESALE002_A0052,,PRESALE002 p9,家庭老人服务|健康服务场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,scene.family_service,"{""width"": 554, ""height"": 390, ""brightness"": 0.702, ""saturation"": 0.034, ""orange_ratio"": 0.051, ""green_ratio"": 0.0, ""black_ratio"": 0.168, ""white_ratio"": 0.557, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE002_A0053,家庭老人服务-PRESALE002_A0053,03_场景插画_照片,家庭老人服务,03_场景插画_照片/家庭老人服务/local_PRESALE002_A0053_家庭老人服务.jpeg,jpeg,local_presale_curated,PRESALE002_A0053,,PRESALE002 p9,家庭老人服务|健康服务场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,scene.family_service,"{""width"": 531, ""height"": 385, ""brightness"": 0.707, ""saturation"": 0.151, ""orange_ratio"": 0.062, ""green_ratio"": 0.0, ""black_ratio"": 0.154, ""white_ratio"": 0.345, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE002_A0054,家庭老人服务-PRESALE002_A0054,03_场景插画_照片,家庭老人服务,03_场景插画_照片/家庭老人服务/local_PRESALE002_A0054_家庭老人服务.jpeg,jpeg,local_presale_curated,PRESALE002_A0054,,PRESALE002 p9,家庭老人服务|健康服务场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配,scene.family_service,"{""width"": 533, ""height"": 377, ""brightness"": 0.497, ""saturation"": 0.146, ""orange_ratio"": 0.056, ""green_ratio"": 0.0, ""black_ratio"": 0.292, ""white_ratio"": 0.159, ""high_sat_ratio"": 0.01}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE002_A0062,家庭老人服务-PRESALE002_A0062,03_场景插画_照片,家庭老人服务,03_场景插画_照片/家庭老人服务/local_PRESALE002_A0062_家庭老人服务.jpeg,jpeg,local_presale_curated,PRESALE002_A0062,,PRESALE002 p11,家庭老人服务|健康服务场景,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,scene.family_service,"{""width"": 508, ""height"": 614, ""brightness"": 0.892, ""saturation"": 0.13, ""orange_ratio"": 0.056, ""green_ratio"": 0.0, ""black_ratio"": 0.0, ""white_ratio"": 0.639, ""high_sat_ratio"": 0.053}",5,True,local_knowledge_base,default_candidate,用于封面、行业痛点、客户场景、医养服务场景
local.PRESALE001_A0299,APP截图-PRESALE001_A0299,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE001_A0299_APP截图.jpeg,jpeg,local_presale_curated,PRESALE001_A0299,,PRESALE001 p25,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|浅底友好,proof.app_screenshot,"{""width"": 439, ""height"": 963, ""brightness"": 0.874, ""saturation"": 0.056, ""orange_ratio"": 0.008, ""green_ratio"": 0.0, ""black_ratio"": 0.007, ""white_ratio"": 0.688, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE001_A0300,APP截图-PRESALE001_A0300,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE001_A0300_APP截图.jpeg,jpeg,local_presale_curated,PRESALE001_A0300,,PRESALE001 p25,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配,proof.app_screenshot,"{""width"": 333, ""height"": 690, ""brightness"": 0.411, ""saturation"": 0.128, ""orange_ratio"": 0.127, ""green_ratio"": 0.0, ""black_ratio"": 0.224, ""white_ratio"": 0.083, ""high_sat_ratio"": 0.004}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0130,APP截图-PRESALE003_A0130,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0130_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0130,,PRESALE003 p35,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 371, ""height"": 770, ""brightness"": 0.892, ""saturation"": 0.041, ""orange_ratio"": 0.055, ""green_ratio"": 0.0, ""black_ratio"": 0.056, ""white_ratio"": 0.764, ""high_sat_ratio"": 0.026}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0131,APP截图-PRESALE003_A0131,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0131_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0131,,PRESALE003 p35,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 538, ""height"": 1133, ""brightness"": 0.804, ""saturation"": 0.092, ""orange_ratio"": 0.071, ""green_ratio"": 0.009, ""black_ratio"": 0.072, ""white_ratio"": 0.535, ""high_sat_ratio"": 0.027}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0132,APP截图-PRESALE003_A0132,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0132_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0132,,PRESALE003 p35,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 550, ""height"": 1158, ""brightness"": 0.871, ""saturation"": 0.244, ""orange_ratio"": 0.058, ""green_ratio"": 0.0, ""black_ratio"": 0.07, ""white_ratio"": 0.369, ""high_sat_ratio"": 0.192}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0133,APP截图-PRESALE003_A0133,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0133_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0133,,PRESALE003 p35,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 533, ""height"": 1122, ""brightness"": 0.774, ""saturation"": 0.087, ""orange_ratio"": 0.04, ""green_ratio"": 0.0, ""black_ratio"": 0.071, ""white_ratio"": 0.525, ""high_sat_ratio"": 0.002}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0135,APP截图-PRESALE003_A0135,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0135_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0135,,PRESALE003 p36,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.866, ""saturation"": 0.176, ""orange_ratio"": 0.306, ""green_ratio"": 0.002, ""black_ratio"": 0.072, ""white_ratio"": 0.447, ""high_sat_ratio"": 0.083}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0136,APP截图-PRESALE003_A0136,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0136_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0136,,PRESALE003 p36,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.891, ""saturation"": 0.004, ""orange_ratio"": 0.004, ""green_ratio"": 0.0, ""black_ratio"": 0.072, ""white_ratio"": 0.834, ""high_sat_ratio"": 0.001}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0137,APP截图-PRESALE003_A0137,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0137_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0137,,PRESALE003 p36,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.872, ""saturation"": 0.312, ""orange_ratio"": 0.424, ""green_ratio"": 0.0, ""black_ratio"": 0.072, ""white_ratio"": 0.347, ""high_sat_ratio"": 0.257}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0138,APP截图-PRESALE003_A0138,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0138_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0138,,PRESALE003 p36,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.813, ""saturation"": 0.085, ""orange_ratio"": 0.047, ""green_ratio"": 0.0, ""black_ratio"": 0.072, ""white_ratio"": 0.54, ""high_sat_ratio"": 0.024}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0139,APP截图-PRESALE003_A0139,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0139_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0139,,PRESALE003 p36,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.765, ""saturation"": 0.049, ""orange_ratio"": 0.018, ""green_ratio"": 0.0, ""black_ratio"": 0.059, ""white_ratio"": 0.59, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0140,APP截图-PRESALE003_A0140,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0140_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0140,,PRESALE003 p37,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|浅底友好,proof.app_screenshot,"{""width"": 548, ""height"": 1153, ""brightness"": 0.901, ""saturation"": 0.016, ""orange_ratio"": 0.014, ""green_ratio"": 0.002, ""black_ratio"": 0.058, ""white_ratio"": 0.819, ""high_sat_ratio"": 0.002}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0141,APP截图-PRESALE003_A0141,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0141_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0141,,PRESALE003 p37,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 548, ""height"": 1153, ""brightness"": 0.872, ""saturation"": 0.059, ""orange_ratio"": 0.039, ""green_ratio"": 0.01, ""black_ratio"": 0.058, ""white_ratio"": 0.691, ""high_sat_ratio"": 0.007}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0143,APP截图-PRESALE003_A0143,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0143_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0143,,PRESALE003 p38,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 586, ""height"": 1237, ""brightness"": 0.78, ""saturation"": 0.088, ""orange_ratio"": 0.04, ""green_ratio"": 0.0, ""black_ratio"": 0.057, ""white_ratio"": 0.527, ""high_sat_ratio"": 0.002}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0149,APP截图-PRESALE003_A0149,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0149_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0149,,PRESALE003 p38,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.888, ""saturation"": 0.007, ""orange_ratio"": 0.001, ""green_ratio"": 0.001, ""black_ratio"": 0.072, ""white_ratio"": 0.82, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0150,APP截图-PRESALE003_A0150,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0150_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0150,,PRESALE003 p38,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.838, ""saturation"": 0.061, ""orange_ratio"": 0.041, ""green_ratio"": 0.001, ""black_ratio"": 0.075, ""white_ratio"": 0.638, ""high_sat_ratio"": 0.024}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0151,APP截图-PRESALE003_A0151,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0151_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0151,,PRESALE003 p38,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|含平安橙|医疗/流程语义|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.874, ""saturation"": 0.016, ""orange_ratio"": 0.018, ""green_ratio"": 0.001, ""black_ratio"": 0.072, ""white_ratio"": 0.787, ""high_sat_ratio"": 0.01}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0152,APP截图-PRESALE003_A0152,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0152_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0152,,PRESALE003 p38,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|浅底友好,proof.app_screenshot,"{""width"": 508, ""height"": 1067, ""brightness"": 0.763, ""saturation"": 0.056, ""orange_ratio"": 0.018, ""green_ratio"": 0.001, ""black_ratio"": 0.059, ""white_ratio"": 0.583, ""high_sat_ratio"": 0.001}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
local.PRESALE003_A0153,APP截图-PRESALE003_A0153,04_设备产品图,APP截图,04_设备产品图/APP截图/local_PRESALE003_A0153_APP截图.jpeg,jpeg,local_presale_curated,PRESALE003_A0153,,PRESALE003 p39,APP截图|履约链路|服务流程,平安橙适配|售前材料来源|医疗/流程语义|橙色可适配|浅底友好,proof.app_screenshot,"{""width"": 467, ""height"": 980, ""brightness"": 0.78, ""saturation"": 0.042, ""orange_ratio"": 0.048, ""green_ratio"": 0.0, ""black_ratio"": 0.09, ""white_ratio"": 0.507, ""high_sat_ratio"": 0.0}",5,True,local_knowledge_base,default_candidate,展示APP、小程序、权益领取、履约路径或客户侧页面
